ID,Description,Entry_ID,Comment,Derived_Meaning_Chintang,Derived_Meaning_English,Derived_Meaning_Nepali,Expanded_Definition_English,Expanded_Definition_Nepali,alt_translation1
SN006441,wash.hand.and.mouth,munumunu,,,,,denoting the process of cleaning hands and mouth before and after eating,,खाना खानु अघि वा पछि हात मुख धुनु
SN006442,hair; body.hair; fur; feather,LX001867,,,,,,,रौं
SN006443,mushroom,LX001868,,,,,,,च्याउ
SN006444,a.place,LX001869,,,,,,,मुलिङ
SN006445,a.month,LX001870,,,,,eighth month of Nepalese calendar,,मुङ्सिर
SN006446,flute,murali,,,,,,,मुरली
SN006447,musical.instrument,LX001871,,,,,,,मुचुङो
SN006448,corpse,murda,,,,,also frequently used as an insult,,मुर्दा
SN006449,a.measure.of.volume,muri,,,,,,८० कुरुवाको एक मुरि हुन्छ ।,मुरी
SN006450,stupid,murkha,,,,,,,मुर्ख
SN006451,statue,murti,,,,,,,मूर्ति
SN006452,crunching,murukruk,,,,,,,
SN006453,pee; piss; urinate,mus,,,,,,,पिसाब गर्नु
SN006454,shit; defecate,LX001872,,,,,,,दिसा गर्नु
SN006455,show,LX001873,,,,,,,देखाउनु
SN006456,do,LX001874,,,,,,,गर्नु
SN006457,mouse,musa,,,,,,,मुसा
SN006458,a.name,musi,,,,,,,
SN006459,difficult,muskil,,,,,,,मुस्किल
SN006460,lump; group,musta,,,,,,,मुष्ट
SN006461,smilingly,musukka,,,,,,,मुसुक्क
SN006462,lentil,musuri,,,,,,,मुसुरी
SN006463,pee; piss,mut,,,,,,,मुत्नु
SN006464,pee.on/at; piss.on/at; urinate.on/at,mutt,,,,,,,पिसाब गर्नु; पिसाब गरिदिनु
SN006465,shit.on/at,LX001875,,,,,,,दिसा गर्नु; दिसा गरिदिनु
SN006466,shit.on/at; pee,LX001876,,,,,,,दिसा गर्नु; दिसा गरिदिनु
SN006467,blow; play,LX001877,,,,,‘play’ with wind instruments,,फुक्नु; बजाउन
SN006468,grabbed,mutth,,,,,,,मुठ्याउनु
SN006469,heart,mutu,,,,,,,मुटु
SN006470,bunch; bundle,mutha,,,,,,,मुट्ठा
SN006471,fist; handful,muthi,,,,,,,मुठी
SN006472,eagle,muwa,,,,,,,चील
SN006473,noisily,muwakmuwak,,,,,,,
SN006474,smiling; grinning,muyukmuyuk,,,,,,,
SN006475,age,muyuwa,,,,,,आयुलाई मुन्धुमको भाषामा मुयुवा भनिन्छ ।,आयु
SN006476,time.limit; deadline,myad,,,,,,,म्याद
SN006477,a.place,myagdi,,,,,a Nepalese district located in the Dhaulāgirī zone,,म्याग्दी
SN006478,a.person,myaksimgorki,,,,,"Maxim Gorky, Russian writer and socialist",,म्याक्सिमगोर्की
SN006479,a.person,myarodona,,,,,"Diego Maradona, Argentinian football player",,म्याराडोना
SN006480,message,myasej,,,,,,,म्यासेज
SN006481,elder.sister; cousin,na,"-nn after possessive prefixes a-, i-, u-. When addressing one's elder sister, the form -nne (ROS92) is used.",,,,older female relative in the same generation,,दिदी
SN006482,TOP,LX001878,,,,,topic; indicates that the information contained in the predicate is only asserted for the preceding constituent,,त
SN006483,eye,LX001879,,,,,,,आँखा
SN006484,a.letter,LX001880,,,,,Devanagari <न>,,न
SN006485,neither; nor,LX001881,,,,,,,न
SN006486,INSIST,LX001882,,,,,insistive; used to soften requests and wishes,,न
SN006487,3>2,na-,,,,,3rd person acting on 2nd person,,
SN006488,NEG,LX001883,"negation in OPT optative, PROB probably and nonfinite forms",,,,negation,,न-
SN006489,LOC,-na,,,,,,,-मा
SN006490,1s>2,LX001884,,,,,1st person singular acting on 2nd person,,
SN006491,REFL,LX001885,,,,,reflexive,,
SN006492,LNK,LX001886,,,,,linker (in complex verb forms),,
SN006493,INSIST,LX001887,functionally quite similar to Chintang -na [INSIST] insistive - the latter may in fact be borrowed from Nepali,,,,insistive,,-न
SN006494,INF,LX001888,,,,,infinitive,,-न
SN006495,NEG,LX001889,"Whereas in standard Nepali old -do [NPST.PTCP] non.past.participle appears fused with -ʌi [EMPH] and -nʌ [NEG] in NPST.NEG (e.g. jã-dʌin-ʌũ [go-NEG-1p] < *-do-ʌi-nʌ-ʌm), -ʌi is not used in the east and agreement suffixes intervene between -do and the negation so that it becomes segmentable (e.g. jã-d-um-nʌ [go-NEG-1p-NEG] < *-do-ʌm-nʌ).",,,,,,-न
SN006496,ninety,nabbe,,,,,,,नब्बे
SN006497,a.name,nabina,,,,,,,नबीना
SN006498,not.only,nabhaera,,,,,,,नभएर
SN006499,appear,nabhe,,,,,,,नाभिनु; बक्नु
SN006500,navel,nabho,,,,,,,नाभो
SN006501,a.kind.of.cucumber,LX001890,,,,,,,नाभो
SN006502,a.name,nabhu,,,,,,,नाभु
SN006503,dance,nac,,,,,,,नाच्नु
SN006504,a.ritual.word,naccha,,,,,,,नाच्छा
SN006505,a.samet,nacchami,,,,,,,नाच्छामी (एउटा सामेट)
SN006506,naughtiness; restlessness,LX001891,,,,,,,चकचक गर्ने मन
SN006507,dancer,nacuwa,,,,,,,नचुवा
SN006508,pigeon; pigeon.chick,nacha,the exact meaning of this entry is uncertain.,,,,,,परेवा; परेवाको बच्चा
SN006509,contempt; hatred,LX001892,,,,,,,तिरस्कार; घृणा
SN006510,refuse.to.eat,nad,Morphosyntactically this is the S/A-detransitivised variant of 317. It has an entry of its own because of the non-predictable narrow meaning.,,,,,,खान छोड्नु; खान नमान्नु
SN006511,refuse.to; give.up.to,LX001893,"shares P/T/G with embedded transitive verb, takes embedded intransitive verb as full P",,,,,,नमान्नु; अस्वीकार गर्नु; छोड्नु
SN006512,reject; refuse; turn.down; leave; give.up,LX001894,,,,,,,छोड्नु; अस्वीकार गर्नु
SN006513,river; stream,nadi,,,,,,,नदी
SN006514,cross,nag,,,,,,,नाघ्नु
SN006515,a.deity,LX001895,,,,,snake god,,नाग
SN006516,an.ethnic.group,naga,,,,,,,नागा
SN006517,a.place,nagacuwa,,,,,,ठाउँको नाम,नागचुवा
SN006518,a.deity,nagadeu,,,,,,,नागदेउ
SN006519,precious; valuable,nagadi,,,,,,,नगदि
SN006520,big,nagale,,,,,,,ठूलो
SN006521,a.kind.of.caterpillar,nagalek,,,,,,,एक प्रकारको झुसिल्कीरा
SN006522,town,nagari,,,,,,,नगरी
SN006523,citizenship,nagarikta,,,,,,,नागरिकता
SN006524,municipality,nagarpalika,,,,,,,नगरपालिका
SN006525,a.name,nagendra,,,,,male name,,नगेन्द्र
SN006526,a.deity,nageni,,,,,snake goddess,,नागेनी
SN006527,a.deity,nahakul,,,,,,,नहकुल
SN006528,EMPH,nai,,,,,emphasis,,नै
SN006529,no,LX001896,,,,,,,नाइँ
SN006530,a.clan.of.Chintang.Rai,naika,,,,,,,नाईका
SN006531,a.deity,LX001897,,,,,the mythical anchestor of the Naika clan,,नाइका
SN006532,leader,naike,,,,,,,नाइके
SN006533,nine,nain,,,,,,,नौं
SN006534,night,nait,,,,,,,रात
SN006535,naite.fruit,naite,,,,,a lemon fruit,,नाइटे
SN006536,navel,naito,,,,,,,नाइटो
SN006537,face,najar,,,,,,,नजर
SN006538,bad,najati,,,,,,,खराब
SN006539,close; near,najik,,,,,,,नजिक
SN006540,a.name,najindra,,,,,,,नजिन्द्र
SN006541,poor,najuk,,,,,,,नजुक
SN006542,nose,nak,,,,,,,नाक
SN006543,a.place,nakakma,,,,,,,नाकाक्मा
SN006544,brain,LX001898,,,,,,,गिदी
SN006545,brahman,nakcuce,,,,,teasing name for brahmans,,नाकचुच्चे
SN006546,a.clan.of.Chintang.Rai; priest,LX001899,,,,,"can also be used for the highest priest in Chintang, usually referred to as pujari, who is a member of this clan",यसले छिन्ताङ राईहरूको एउटा पाछा र जाल्पादेवी मन्दिरको पुजारी जसको पाछा पनि नाक्छोङ हो दुबैलाई बुझाउँदछ,नाक्छोङ
SN006547,a.name,nake,,,,,,,नके
SN006548,a.place,nakesori,,,,,,,
SN006549,copy; imitation,nakkal,,,,,,,नक्कल
SN006550,disobedient; naughty; fancy; flaunting; nice; imitating; charming,nakkale,,,,,,,नक्कले; नक्कली
SN006551,map; picture; sketch,naksa,,,,,,,नक्सा
SN006552,having.a.dot.on.its.nose,nakthopli,,,,,a common attribute for the Devanagari letter <ङ> used in school education,,नाक्-थोप्लि
SN006553,a.name,nakul,,,,,male name,,नहकुल
SN006554,debt; loan,nakwa,,,,,,,ऋण
SN006555,no,nakha,,,,,,,होइन
SN006556,snot,LX001900,,,,,,,सिंगान
SN006557,a.place,LX001901,,,,,,ठाउँको नाम,नाख्राङ्
SN006558,pipe; tube; channel,nala,,,,,,,नाला
SN006559,a.kind.of.bird,nale,,,,,,,नाले चरा
SN006560,small.tube; stalk,nali,,,,,,,नाली
SN006561,sun,nam,,,,,,,घाम
SN006562,name,LX001902,,,,,,,नाम
SN006563,dawn; become.bright,nam-,,,,,become bright as the sun rises,,(घाम उदाउँदा) उज्यालो हुनु
SN006564,stink; smell,LX001903,,,,,,,गन्हाउनु
SN006565,smell.nice,LX001904,,,,,,,महक्नु; बसाउनु
SN006566,unpleasant,namajja,,,,,,,नमज्जा
SN006567,hello,namaskar,,,,,more formal/polite than namaste,,नमस्कार
SN006568,hello,namaste,,,,,,,नमस्ते
SN006569,father.in.law,namba,,,,,,,ससुरा
SN006570,number,nambar,,,,,,,नम्बर
SN006571,house.of.parents.in.law,LX001905,,,,,the house of a man's wife's parents,,ससुराली
SN006572,cheek,LX001906,,,,,,,गाला
SN006573,covering.of.the.sun,nambopmi,,,,,,,घाम ढाक्ने
SN006574,a.samet,LX001907,,,,,"a male samet, paired with tuŋlumi (6532) in the Dalahang clan",,नाम्चिहाङ
SN006575,cheek,LX001908,,,,,,,गाला
SN006576,a.kind.of.cicada,namcirek,,,,,,,घामकीरा
SN006577,a.samet,namdokpa,,,,,,,नाम्डोक्पा (एउटा सामेट)
SN006578,a.clan,LX001909,,,,,a Rai clan. Not of Chintang.,,नाम्दोङ
SN006579,a.clan,LX001910,,,,,,,
SN006580,cheek,LX001911,,,,,,,गाला
SN006581,sky,LX001912,,,,,,,आकाश
SN006582,a.kind.of.weed,namle,,,,,,,वनमारा
SN006583,rope,namlo,,,,,,,नाम्लो
SN006584,mother.in.law,namma,,,,,,,सासू
SN006585,next.year,LX001913,,,,,,,आघुँ; आउँदो बर्ष
SN006586,daughter.in.law; sister.in.law,nammi,,,,,wife of a younger relative (son or brother),छोरा वा भाइको श्रीमाती,बुहारी
SN006587,more.or.less,namnemalu,,,,,,,घटिबढि
SN006588,lightning,LX001914,,,,,,,चट्याङ
SN006589,sunflower,namphul,,,,,,,घामफुल
SN006590,a.name,namrata,,,,,female name,,नम्राता
SN006591,a.kind.of.tree,LX001915,,,,,,,एक प्रकारको रूख
SN006592,evening; night,namtha,,,,,the time from about 6 o’clock to sleeping time,,बेलुका; रात
SN006593,callosity; corn,namuk,,,,,,,खील
SN006594,model; example,namuna,,,,,,,नमुना
SN006595,elder.sister,nana,,,,,,,दिदी
SN006596,cloth,LX001916,,,,,children's word for cloth/clothes,,लुगा
SN006597,of.various.kinds,nanaoli,,,,,,,नाना ओलि
SN006598,shadow,LX001917,,,,,,,छायाँ
SN006599,rest; take.a.rest,nand,Morphosyntactically this is the S/A-detransitivised variant of 314. It has an entry of its own because of the non-predictable narrow meaning.,,,,,,आराम गर्नु
SN006600,put.down; let.rest,LX001918,,sawa naĩma,take a rest,आराम गर्नु,put down a burden,,बिसाउनु; राख्नु
SN006601,a.name,nanda,,,,,male or female name,,नन्दा
SN006602,baby,nani,,,,,,,नानी
SN006603,child,nanu,,,,,,,नानु
SN006604,nanometer,LX001919,,,,,,,नैनोमीटर
SN006605,BUT,LX001920,,,,,"adversative; indicates that there is some element in the present utterance which makes it different from something previously uttered, experienced, or thought",,त; तर
SN006606,nail,LX001921,,,,,,,नङ्
SN006607,winnowing.fan,LX001922,,,,,,,नाङ्लो
SN006608,naked,LX001923,,,,,,,नाङ्गो
SN006609,a.name,LX001924,,,,,,,नङ्ग्रा
SN006610,naked,LX001925,,,,,,,नाङ्गो
SN006611,winnow; winnowing.tray,LX001926,,,,,,,सुपो; नाङ्लो
SN006612,nail.polish,LX001927,,,,,,,नङपलिस
SN006613,snot,nap,,,,,,,सिंगान
SN006614,measure,LX001928,,,,,,,नाप्नु
SN006615,a.land.mapping.team,napi,,,,,,जग्गा नापनेहरुको समुह,नापी
SN006616,measurement,LX001929,,,,,,,नापी
SN006617,snotty.nose,napsule,,,,,,,सिंगाने
SN006618,profit; gain; produce; bonus,napha,,,,,,,नाफा; फाइदा
SN006619,a.name,nar,,,,,,,नर
SN006620,rope,nara,,,,,a rope tied to the yoke of a plough,,नारा
SN006621,a.name,narababu,,,,,,,नर बाबु
SN006622,human.voice,naraboli,"the parts of this compositum are Nepali, but it seems not to exist in this form in Nepali, moreover, there is a nativizer inserted",,,,,,मान्छेको बोली
SN006623,a.name,narajit,,,,,,,नरजित
SN006624,a.name,narajita,,,,,,,नरजित
SN006625,earth; world,narakha,,,,,the world of the living or the world in general,,मर्त्यलोक; संसार
SN006626,human.sacrifice,LX001930,,,,,,,मान्छेले भोग
SN006627,bad,naramro,,,,,,,नराम्रो
SN006628,poor.one,narani,,,,,expresses pity and sorrow,,बिचरा
SN006629,a.name,narayan,,,,,male name,,नारयण; नारन
SN006630,a.river,narayani,,,,,,,नारायणी
SN006631,a.place,LX001931,,,,,,,नारायणघाट
SN006632,coconut,narbela,,,,,,,नरिवल
SN006633,ear,narek,,,,,,,कान
SN006634,silverfish,narekkacippa,,,,,,,कान्सुत्ले
SN006635,a.name,narendra,,,,,male name,,नरेन्द्र
SN006636,a.name,nares,,,,,male name,,नरेश
SN006637,woman; female,nari,,,,,,,नारी
SN006638,nose,LX001932,,,,,,,नाक
SN006639,a.place,LX001933,,,,,,,नारिबा बुकताङ
SN006640,a.deity,LX001934,,,,,,,नारीमहाङ
SN006641,coconut,nariwal,,,,,,,नरिवल
SN006642,naughty.girl; disobedient.woman,LX001935,,,,,,,फटाही
SN006643,hell,narka,,,,,,,नर्क
SN006644,a.name,narko,,,,,,,नर्को
SN006645,normally,narmalli,,,,,,,नर्मल्लि
SN006646,nurse,nars,,,,,,,नरस
SN006647,nursery,narsari,,,,,,,नरसरीमा
SN006648,millet.straw,naruwa,,,,,,,कोदोको पराल
SN006649,loss; destruction; damage,nas,"नाश गर्नु or नाश पार्नु means ‘destroy, damage, consume’",,,,,,नाश
SN006650,intoxicant,nasa,,,,,,,नसा
SN006651,out.of.control,nasaknu,,,,,,,नसक्नु
