ID,Language_ID,Headword,Part_Of_Speech,Alternative_Pronounciation,Citation_Form,Etymology,Language,Question,Register,Regular_Allomorphs,Valency
stendar,ctn,stendar,adj,,,"Eng. standard; semantic shift prob. inspired by ""high standard, gold standard"" etc.",N/E,,,,
step,ctn,step,n,,,,E,,,,
LX002765,ctn,steriŋ,n,,,,N/E,,,,
sthapana,ctn,sthapana,n,sthāpanā,,,N,,,,
sthayi,ctn,sthayi,adv,sthai ; isthai,,,N,,,,
su,ctn,su,n,,,,C/N,,child,,
LX002766,ctn,subaŋgi,n,,,originally it's a function but today it's used as a family name,N,,,,
subas,ctn,subas,n,,,,N,,,,
LX002767,ctn,subas,n,,,,N,,,,
subba,ctn,subba,n,,,original meaning 'a junior level officer' but today it's used as family name,N,,,,
subbephabbe,ctn,subbephabbe,adj,,,,N,,,,
subidha,ctn,subidha,n,,,,N,,,,
subima,ctn,subima,n,subiya,,,C,,ritual,,
subista,ctn,subista,n,,,,N,,,,
subha,ctn,subha,adj,,,,N,,,,
subhakamana,ctn,subhakamana,n,,,,N,,,,
subhanam,ctn,subhanam,n,,,,N,,,,
subhara,ctn,subhara,n,,,,C,,,,
LX002768,ctn,subhara,n,,,,C,,,,
subharama,ctn,subharama,n,,,,N,,,,
sucuki,ctn,sucuki,n,,,,N,,,,
LX002769,ctn,sũd,n,sũdhi,,,N,,,,
sudarsan,ctn,sudarsan,n,,,,N,,,,
sudda,ctn,sudda,adj,suddha,,,N,,,,
LX002770,ctn,sudduraŋ,n,,,,C/N,,,,
sudeni,ctn,sudeni,n,,,,N,,,,
sudip,ctn,sudip,n,sũdib,,,N,,,,
sudre,ctn,sudre,n,,,,N,final -e could be a nicknamer.,,,
sudhar,ctn,sudhar,n,sudar,,,N,,,,
LX002771,ctn,sudhar,vt,sutr ; sudhr,sudharnu,,N,,,,
sudhir,ctn,sudhir,n,sudhil ; suddil ; suddhil,,,N,,,,
sudhre,ctn,sudhre,n,,,,N,name could be related to sudre 'a.name'.,,,
suga,ctn,suga,n,,,,N,,,,
sugam,ctn,sugam,n,,,,N,,,,
sugrib,ctn,sugrib,n,,,,N,,,,
LX002772,ctn,sũgur,n,suŋgur,,,N,,,,
suham,ctn,suham,n,,,,N,,,,
sui,ctn,sui,sound,,,,C,,,,
LX002773,ctn,sui,adv,suiya ; suisui ; suĩsuĩ ; suĩya,,,N,,,,
LX002774,ctn,sui,n,,,,N,,,,
suijarlend,ctn,suijarlend,n,swijarlend,,,E,,,,
LX002775,ctn,suĩluŋma,n,suĩluŋ ; suiluŋ ; suiluŋma,,,C,,,,
suisui,ctn,suisui,sound,,,,C,,,,
suitar,ctn,suitar,n,suĩtar,,,E,,,,
sujan,ctn,sujan,n,,,,N,,,,
suk,ctn,suk,vi,,suknu,,N,,,,
suka,ctn,suka,n,,,,N,,,,
sukbhurakrak,ctn,sukbhurakrak,adj,,,,C,,,,
sukeahal,ctn,sukeahal,n,,,,C,,,,
sukeko,ctn,sukeko,adj,,,,N,,,,
sukmaya,ctn,sukmaya,n,,,,N,,,,
sukra,ctn,sukra,n,,,,N,,,,
sukrabar,ctn,sukrabar,n,sukabar ; sukhabar,,,N,,,,
suksuksuk,ctn,suksuksuk,adv,,suksuksukwa,,C,precise meaning remains to be established,,,
sukt,ctn,sukt,vt,,sukma,,C,,,suk,A-ERG P-NOM V-a(A).o(P)
LX002776,ctn,suktuluŋ,n,,suktuluŋ micaluŋ,,C,,ritual,,
sukuda,ctn,sukuda,n,,,,C,,ritual,,
sukul,ctn,sukul,n,sukkul,,,N,,,,
sukh,ctn,sukh,n,sukkh,,,N,,,,
sukhi,ctn,sukhi,adj,,,,N,,,,
sule,ctn,sule,n,,,,N,,,,
suli,ctn,suli,n,,,,N,,,,
sulili,ctn,sulili,adv,,suliliwa,,C,,,,
sulittai,ctn,sulittai,adv,,,,C/N,"The exact meaning of this entry remains to be established. Most people in Chintang don't know what a bicycle looks like, so \seme is rather unlikely",,,
sulpha,ctn,sulpha,n,sulpa,,,N,,,,
sulsule,ctn,sulsule,n,,,,N,,,,
sulto,ctn,sulto,adj,,,,N,,,,
suluk,ctn,suluk,n,,,,C,,,,
sulukka,ctn,sulukka,adj,,,,N,,,,
sululu,ctn,sululu,adv,,sululuwa,,C,precise meaning remains to be established,,,
sululutta,ctn,sululutta,adv,,,,C,,,,
sulupsulup,ctn,sulupsulup,adv,sulupsalup,,,C,,,,
suma,ctn,suma,n,,,,C,,,,
suman,ctn,suman,n,,,,N,,,,
sumce,ctn,sumce,num,,,,C,,,sumci ; sum,
LX002777,ctn,sumciluŋ,n,,,sumci 'three' + *luŋ 'stone',C,,ritual,,
sumd,ctn,sumd,vt,,summa,,C,,,sum,A-ERG P-NOM V-a(A).o(P)
sumit,ctn,sumit,n,,,,N,,,,
LX002778,ctn,sumit,n,,,,N,,,,
sumita,ctn,sumita,n,,,,N,,,,
sumla,ctn,sumla,n,,,,N,,,,
sumnika,ctn,sumnika,n,,,,N,,,,
sumnikup,ctn,sumnikup,n,,sumnikup parukup,,C,,ritual,,
sumpa,ctn,sumpa,vt,somp,sumpanu,,N,,,,
sun,ctn,sun,vt,,sunnu,,N,,,,
LX002779,ctn,sun,n,sunn ; junu ; suna ; suni ; sunu,,,N,,,,
LX002780,ctn,sunapãkhi,adj,sunapaŋkhi,,,N,,,,
LX002781,ctn,sunapaŋkhi,n,,,,C,,ritual,,
sunaphula,ctn,sunaphula,n,,sunaphula rupaphula,,C,,ritual,,
sunau,ctn,sunau,vt,,sunaunu,,N,,,suna,
suncuksuncuk,ctn,suncuksuncuk,adv,,,,C,,,,
suncupcup,ctn,suncupcup,adv,,suncupcupwa,,C,,,,
LX002782,ctn,suncuʔwa,n,,,,C,,,,
sund,ctn,sund,vi,,suĩma,,C,,,suĩ ; sun,
sundar,ctn,sundar,adj,,,,N,,,,
LX002783,ctn,sundar,n,,,,N,,,,
sundarijal,ctn,sundarijal,n,,,,N,,,,
suni,ctn,suni,vi,,suninu,,N,,,,
sunikal,ctn,sunikal,n,,,,N,,,,
sunita,ctn,sunita,n,,,,N,,,,
sunnata,ctn,sunnata,n,,,,N,,,,
sunne,ctn,sunne,n,,,,N,,,,
sunsari,ctn,sunsari,n,,,,N,,,,
sunseri,ctn,sunseri,n,,,,N,,,,
suntala,ctn,suntala,n,,,,N,,,,
LX002784,ctn,suntalahaŋma,n,,,,C,,,,
suntare,ctn,suntare,n,,,,N,,,,
sunte,ctn,sunte,n,,,,C/N,connection to mosunte 'a.name' remains to be established,,,
suntum,ctn,suntum,n,,,,C,,,,
sunuma,ctn,sunuma,n,,,,C,,,,
sununu,ctn,sununu,adv,sunununu,sununuwa,,C,,,,
LX002785,ctn,suŋs,vi,,suŋma,,C,,,suŋ,S-NOM(1) V-s(S)
LX002786,ctn,suŋs,vt,,suŋma,,C,,,suŋ,A-ERG G-NOM(1) T-ERG V-a(A).o(G)
LX002787,ctn,suŋs,vi,,suŋma,,C,,,suŋ,
LX002788,ctn,suŋsa,n,,wasa suŋsa,,C,there is uncertainty over the citation form: wassa or wasa,ritual,,
sup,ctn,sup,vt,,supma,,C,,,sub,A-ERG G-NOM(1) T-ERG V-a(A).o(G)
LX002789,ctn,sup,vt,,supma,,C,,,sub,A-ERG G-LOC T-NOM(1) V-a(A).o(T)
LX002790,ctn,sup,vi,,supma-thama,,C,,,sub,S-NOM V-s(S)
LX002791,ctn,sup,vt,,supma,,C,,,sub,
supari,ctn,supari,n,,,,N,,,,
supt,ctn,supt,vt,,supma,,C,,,sup,S-NOM V-a(3s).o(S)
LX002792,ctn,supt,vt,,supma,,C,,,sup,A-ERG P-NOM V-a(A).o(P)
LX002793,ctn,supthuŋma,n,,,,C,exact meaning of this entry remains to be established,ritual,,
supukka,ctn,supukka,adv,,,,N,,,supukk,
supurda,ctn,supurda,n,,,,C,,ritual,,
sur,ctn,sur,sound,tur,,,C/N,,,,
LX002794,ctn,sur,n,sɨr,,,N,,,,
LX002795,ctn,sur,n,,,,N,,,,
sura,ctn,sura,n,,,,N,,,,
suracche,ctn,suracche,n,surakche ; surakchya ; surakcheya,,,N,,,,
suracchit,ctn,suracchit,adj,surakchit,,,N,,,,
surakhi,ctn,surakhi,n,suraki,,,N,,,,
surappa,ctn,surappa,n,suruppa ; surupa,,,C,,,,
LX002796,ctn,sureksɨŋ,n,,,,C,,,,
surendra,ctn,surendra,n,sure ; ure ; suren,,,N,,,,
suresh,ctn,suresh,n,,,,N,,,,
suri,ctn,suri,interj,,,,N,,,,
LX002797,ctn,suri,n,,,,N,,child,,
LX002798,ctn,surilaŋ,adj,,,,N,,,,
surilo,ctn,surilo,adj,,,,N,,,,
surjama,ctn,surjama,n,,,,N,,,surj,
surka,ctn,surka,n,,,,N,,,,
suro,ctn,suro,adv,,,,N,,,,
surphuk,ctn,surphuk,n,,,,C,What object it refers to is unknown.,,,
sursar,ctn,sursar,n,,,,N,,,,
surta,ctn,surta,n,,,,N,,,,
surti,ctn,surti,n,surthi,,,N,,,,
LX002799,ctn,surti,n,sulti,,,N,,,,
suru,ctn,suru,n,suruk,,,N,,,,
sururu,ctn,sururu,adv,,sururuwa,,C,,,,
suruwat,ctn,suruwat,n,surwat,,,N,,,,
surwal,ctn,surwal,n,surbal ; sural ; suruwal,,,N,,,,
surya,ctn,surya,n,surja,,,N,,,,
LX002800,ctn,surya,n,,,,N,,,sury,
sus,ctn,sus,vi,,suma,,C,,,su,S-NOM(1) V-s(S)
LX002801,ctn,sus,vt,,suma,,C,,,su,A-ERG(1) P-NOM(2) V-a(A).o(P)
LX002802,ctn,sus,vi,,suma,,C,,,su,S-NOM(2) V-s(S)
LX002803,ctn,sus,vi,,suma,,C,,,su,S-NOM V-s(S)
susan,ctn,susan,n,,,,N,,,,
susare,ctn,susare,n,,,,N,,,,
susarni,ctn,susarni,n,,,,N,,,,
susel,ctn,susel,vi,,suselnu,,N,,,,
suseli,ctn,suseli,n,,,,N,,,,
susendra,ctn,susendra,n,,,,N,,,,
susila,ctn,susila,n,,,,C,,,,
susma,ctn,susma,n,sus ; susmi ; sumi,,,N,,,susm,
susmita,ctn,susmita,n,,,,N,,,,
suspen,ctn,suspen,n,,,,E,,,,
susta,ctn,susta,n,susto,,,N,,,,
sut,ctn,sut,vi,,sutnu,,N,,,,
sutkeri,ctn,sutkeri,adj,,,,N,,,,
sutra,ctn,sutra,n,,,,N,,,,
LX002804,ctn,sutra,n,,,,N,,,sutr,
sutthi,ctn,sutthi,adv,,,,C,,,,
sutukka,ctn,sutukka,adv,,,,N,,,sutukk,
suthuni,ctn,suthuni,n,,,,N,,,,
suvara,ctn,suvara,n,,,,C,,,,
suwa,ctn,suwa,n,,,,C,relation to sɨwa remains to be established,,,
suwad,ctn,suwad,n,swad,,,N,,,,
suwakciyak,ctn,suwakciyak,adv,,,,C,Precise POS and meaning is not clear,,,
suwaksuwak,ctn,suwaksuwak,adv,,,,C,,,,
suwakha,ctn,suwakha,n,,narakha suwakha,,C,,ritual,,
suyuppa,ctn,suyuppa,n,suipa ; suiʔpa ; susuiʔpa,,,C,,,,
swabhab,ctn,swabhab,n,,,,N,,,,
swabhabik,ctn,swabhabik,adj,,,,N,,,,
swadesa,ctn,swadesa,n,,,,N,,,,
swarga,ctn,swarga,n,sorga,,,N,,,,
swasthani,ctn,swasthani,n,,,,N,स्वस्थान is 'own place',,,
swasthya,ctn,swasthya,n,suwastha,,,N,,,,
swatta,ctn,swatta,adv,suwatta ; sowatta,,,N,,,swatt,
swosti,ctn,swosti,n,iswosti,,,C,,,,
syabas,ctn,syabas,interj,seyabas,,,N,,,,
syam,ctn,syam,n,seyam ; siyam,,,N,,,,
LX002805,ctn,syãsyã,adv,syaũsyaũ ; syasya ; seuseu ; sese,,,N,,,,
shakti,ctn,shakti,n,,,,C,,,,
sharma,ctn,sharma,n,,,,N,,,,
shikchit,ctn,shikchit,adj,,,,N,,,,
ta,ctn,ta,gm,-ta ; -taʔ ; taʔ ; tak,,,C,,,,
LX002806,ctn,ta,vi,tiy,tama,,C,,,ti,S-NOM V-s(S)
LX002807,ctn,ta,vi,,tama,,C,,,ti ; tiy,S-GEN poss(S)-EMO V-s(EMO); S-NOM poss(S)-EMO V-s(EMO)
LX002808,ctn,ta,gm,tʌ,,,N,,,,
LX002809,ctn,ta,n,,,,N,,,,
LX002810,ctn,tã,pro,tʌ̃,,,N,,,,
-ta,ctn,-ta,vi,,khoĩma-tama,,C,,,-ti,S-NOM V-s(S)
LX002811,ctn,-ta,gm,,,,C,,,,
LX002812,ctn,-ta,v2,-tiy ; -da ; -di ; -diy,-tama,,C,,,-ti,
tab,ctn,tab,n,,,,E,,,,
tabari,ctn,tabari,n,,dasahari tabari,,C,,ritual,,
tad,ctn,tad,n,,,,N,,,,
LX002813,ctn,tãd,n,tad,,,N,,,,
tadacok,ctn,tadacok,n,,,C. cok 'top',C/N,,,,
tadak,ctn,tadak,n,trak,,,E,,,,
tadho,ctn,tadho,adv,tado ; tada ; tadha,,,N,,,,
tagadhari,ctn,tagadhari,n,,,,N,,,,
tagara,ctn,tagara,n,,,,C,,,,
tagat,ctn,tagat,n,,,,N,,,,
taha,ctn,taha,n,tʌhʌ,,,N,,,,
tahacal,ctn,tahacal,n,tacal,,,N,,,,
tahalag,ctn,tahalag,vi,,tahalagnu,,N,,,,
tai,ctn,tai,gm,,,,N,,,,
LX002814,ctn,taicɨŋ,n,taiʔcɨŋ,,,C/N,,,,
taim,ctn,taim,n,taem ; tem ; tiyam,,,E,,,,
taip,ctn,taip,n,,,,E,,,,
taipani,ctn,taipani,gm,tʌipʌni,,,N,,,,
tair,ctn,tair,vi,,tairinu,,N,,,tairi,
LX002815,ctn,taĩs,vt,tais,taĩma,,C,Precise direction (e.g. send from above) is lacking. For an informant this word is not Chintang. Cf. Bantawa thaŋs- 'send from above'.,,taĩ ; tan,
tait,ctn,tait,adj,,,,E,,,,
tajan,ctn,tajan,n,,,,C,This is phonotactically impossible in Chintang. A possible Eastern Nepali origin should be explored.,,,
tak,ctn,tak,sound,,,,C,,,,
LX002816,ctn,tak,vi,,takma,,C,,,tag,S-NOM(1) V-s(S)
LX002817,ctn,tak,vt,,takma,,C,a possible T-ERG remains to be established,,tag,A-ERG P-NOM(1) V-a(A).o(P)
LX002818,ctn,tak,vt,,taknu,,N,,,,
LX002819,ctn,tãk,n,tak,,,N,,,,
taka,ctn,taka,n,,,,C,,,,
taki,ctn,taki,adv,,,,N,,,,
LX002820,ctn,tãki,n,taki,,,N,,,,
takkal,ctn,takkal,n,takal,,,C,,,takk,
takkatukka,ctn,takkatukka,n,,,,C,,,,
LX002821,ctn,tãko,n,tãka ; tako ; taka,,,N,,,,
LX002822,ctn,takphuŋ,n,,,,C,,,,
takryau,ctn,takryau,vt,takrau,takryaunu,,N,,,takrya ; takr,
takt,ctn,takt,vt,,takma,,C,,,tak,A-ERG P-NOM V-a(A).o(P)
taktak,ctn,taktak,adv,,,,C/N,,,,
taktakau,ctn,taktakau,vt,,taktakaunu,,N,,,taktaka ; taktak,
taktaktak,ctn,taktaktak,adv,,taktaktakwa,,C,,,,
taktuk,ctn,taktuk,adj,taktu,,,N,,,,
tal,ctn,tal,n,,,,N,,,,
LX002823,ctn,tal,adj,tali,,,N,,,,
LX002824,ctn,tal,n,,,,N,,,,
tala,ctn,tala,n,,,,C/N,,,,
LX002825,ctn,tala,adv,tal,,,N,,,,
LX002826,ctn,tala,n,,,,N,,,,
talak,ctn,talak,n,,,,N,,,,
talala,ctn,talala,adv,,,,N,precise meaning remains to be established,,,
talatuli,ctn,talatuli,n,,,,N,,,,
talau,ctn,talau,n,,,,N,,,,
talent,ctn,talent,n,teyalent,,Eng. talent with semantic shift,C/E,,,,
tali,ctn,tali,n,tala,,,C/N,,,,
LX002827,ctn,tali,n,,,,N,,,,
talim,ctn,talim,n,,,,N,,,,
LX002828,ctn,talɨkcha,n,,talɨkcha apmacha,talɨk 'bow' + -cha 'diminutive',C,,ritual,,
LX002829,ctn,talɨksɨŋ,n,taluksɨŋ ; taluksuŋ ; taluksiŋ,,,C,,,,
talk,ctn,talk,vi,,talkanu,,N,,,talka ; talki,
tallo,ctn,tallo,adj,,,,N,,,,
talo,ctn,talo,n,,,,N,,,,
taluk,ctn,taluk,n,,,,N,,,,
tam,ctn,tam,vi,,tamma,,C,,,,S-NOM V-s(S)
tamakhu,ctn,tamakhu,n,,,,N,,,,
LX002830,ctn,tamaluŋ,n,,kãsaluŋ tamaluŋ,,C,,ritual,,
tamam,ctn,tamam,adj,,,,N,,,,
LX002831,ctn,tamaŋ,n,,,,N,,,,
LX002832,ctn,tamaŋge,n,,,,C/N,,,,
LX002833,ctn,tamaŋni,n,,,,N,,,,
tamapatra,ctn,tamapatra,n,,,,N,,,,
tamasa,ctn,tamasa,n,,,,N,,,,
tamatar,ctn,tamatar,n,,,,E,,,,
tambu,ctn,tambu,n,,,,N,,,,
tamma,ctn,tamma,adv,,,,N,,,,
tamo,ctn,tamo,n,tama ; tabo ; tabe,,,N,,,,
tamor,ctn,tamor,n,tambur ; tammur,,,N,,,,
tamphuluk,ctn,tamphuluk,n,mitampuluk,,,C,,,,
tams,ctn,tams,vt,,tamma,,C,,,tam,A-ERG G-LOC T-NOM V-a(A).o(T)
LX002834,ctn,tams,vt,,tamma,,C,,,tam,A-ERG P-NOM V-a(A).o(P)
tamsi,ctn,tamsi,vi,,tamsinu,,N,,,tams,
tamtayar,ctn,tamtayar,adj,tayar,,,N,,,,
tan,ctn,tan,vt,,tannu,,N,,,,
tanakha,ctn,tanakha,n,,,,H,,,,
tanatan,ctn,tanatan,adj,,,,N,,,,
tand,ctn,tand,vi,,taĩma,,C,,,taĩ ; tan,S-NOM V-s(S)
tandi,ctn,tandi,n,,,,C/N,,,,
tank,ctn,tank,vi,,tankanu,,N,,,tanki,
tanna,ctn,tanna,n,,,,N,,,,
LX002835,ctn,tanna,adj,,,,N,,,tann,
tannam,ctn,tannam,adj,,,,N,,,,
LX002836,ctn,taŋ,n,raŋ,,,C,,,,
LX002837,ctn,taŋ,vt,tag,taŋnu,,N,,,,
LX002838,ctn,taŋ-,vt,tam-,taŋ-phekma,,C,,,,A-ERG P-NOM V-a(A).o(P)
LX002839,ctn,-taŋ,n,-raŋ,,,C,,,,
LX002840,ctn,taŋca,n,,,,C,,,,
LX002841,ctn,taŋci,n,,,,C,,,,
LX002842,ctn,taŋchɨk,n,,,,C,,,,
LX002843,ctn,taŋdheŋ,n,,,,C,relation to taŋwa 'head' remains to be established,,,
LX002844,ctn,taŋk,n,taŋka,,,N,,,,
LX002845,ctn,taŋkaparsad,n,,,,N,,,,
LX002846,ctn,taŋkera,n,tangkera,,,C,,,,
LX002847,ctn,taŋkɨcɨk,n,,,,C,,,,
LX002848,ctn,taŋkoŋ,n,taŋkoŋma,,,C,,,,
LX002849,ctn,taŋkulek,adj,,,,C,,,,
LX002850,ctn,taŋkhok,n,,,,C,"semantics probably more general, but only 2 instances in corpus. Also cf. mɨktaŋkhok 'area.around.eyebrows'.",,,
LX002851,ctn,taŋkhorok,n,taŋkorok,,,C,,,,
LX002852,ctn,taŋkhumbi,n,taŋkhombi,,,C,,,,
LX002853,ctn,taŋma,n,taũwama,,,C,,ritual,,
LX002854,ctn,taŋmaŋ,n,,,,C,,,,
LX002855,ctn,taŋmaʔmi,n,,,,C,,ritual,,
LX002856,ctn,taŋpa,n,taŋba,,,C,,,,
LX002857,ctn,taŋphekma,n,tamphekma,,,C,,,,
LX002858,ctn,taŋphukwa,n,taŋphuʔwa ; taŋphuwa ; tamphuwa ; tamphuʔwa,,,C,,,,
LX002859,ctn,taŋphusa,adj,tamphukpa,phuwasa taŋphusa,,C,,ritual,,
LX002860,ctn,taŋs,vi,,taŋma,,C,,,taŋ,S-NOM(1) V-s(S)
LX002861,ctn,taŋs,vt,,taŋma,,C,,,taŋ,A-ERG P-NOM(1) V-a(A).o(P)
LX002862,ctn,taŋwa,n,taũwa,,,C,,,,
LX002863,ctn,taŋwachakkhacha,n,taŋwacha ; taŋwachakkha,,,C,,,,
tap,ctn,tap,n,,,,N,,,,
LX002864,ctn,tap,n,,,,E,,,,
LX002865,ctn,tap,n,,,,N,,,,
LX002866,ctn,tap,vi,,tapnu,,N,,,,
LX002867,ctn,tapaĩ,pro,tapai ; tʌpaĩ,,,N,,,,
tapani,ctn,tapani,gm,tapʌni,,,N,,,,
tapar,ctn,tapar,n,topar,,"(Indian) English ""topper"".",N/E,,,,
tapas,ctn,tapas,n,,,,N,,,,
tapasya,ctn,tapasya,n,,,,N,,,,
tape,ctn,tape,n,tap,,,C,,,,
tapik,ctn,tapik,n,,,,E,,,,
LX002868,ctn,taplejuŋ,n,,,,N,,,,
tappa,ctn,tappa,n,,,,C,,,,
LX002869,ctn,tapparaŋ,adv,taparaŋ ; tapraŋ ; taʔparaŋ ; tappraŋ,,,C,,,,
tappula,ctn,tappula,n,,wahila tappula,,C,,ritual,,
tapt,ctn,tapt,vi,,tapma,,C,(RO possible S-NOM or S-ERG remain to be established,,tap,S-NOM V-a(3s).o(S)
taptikhen,ctn,taptikhen,n,,khuwakhen taptikhen,,C,,ritual,,
tapu,ctn,tapu,n,tappu,,,N,,,,
tar,ctn,tar,vt,,tarnu,,N,,,,
LX002870,ctn,tar,vi,,tarnu,,N,,,,
LX002871,ctn,tar,n,,,,N,,,,
LX002872,ctn,tar,vt,,tarnu,,N,,,,
LX002873,ctn,tar,n,tari,,,N,,,,
tara,ctn,tara,n,,,,N,,,,
LX002874,ctn,tara,n,,,,N,,,,
LX002875,ctn,tara,gm,tʌrʌ ; taraʔ,,,N,,,,
LX002876,ctn,tara,n,,,,N,,,,
LX002877,ctn,tara,n,,,,N,,,,
tarabajilailai,ctn,tarabajilailai,n,tarabaji,,,N,,,,
tarabhori,ctn,tarabhori,n,tarbhori,,,C,,,,
LX002878,ctn,tarahaŋma,n,,,,C,,ritual,,
tarai,ctn,tarai,n,,,,N,,,,
taraju,ctn,taraju,n,,,,N,,,,
taran,ctn,taran,n,,saran taran,,C/N,,,,
taratola,ctn,taratola,n,,,,N,,,,
tare,ctn,tare,n,,,,C/N,,,,
LX002879,ctn,tare,n,,,,N,,,,
LX002880,ctn,targhoʔle,interj,,,,C,,,,
tarika,ctn,tarika,n,,,,N,,,,
tarikh,ctn,tarikh,n,,,,N,,,,
tarkari,ctn,tarkari,n,,,,N,,,,
tarkule,ctn,tarkule,n,,,,N,,,,
tarkhalo,ctn,tarkhalo,adj,,,,C,,,,
tars,ctn,tars,vi,,tarsinu,,N,,,tarsa ; tarsi,
tarul,ctn,tarul,n,,,,N,,,,
tas,ctn,tas,vt,,tamalama,,C,,,ta,
LX002881,ctn,tas,vt,,tama,,C,,,ta,A-ERG P-NOM/LOC V-a(A).o(P)
LX002882,ctn,tas,n,,,,N,,,,
LX002883,ctn,tãs,vt,,tãsnu,,N,,,,
-tas,ctn,-tas,vt,,leiʔma-tama,,C,,,-ta,
tat,ctn,tat,vt,ta,taiʔma,,C,relation to lam-taiʔma is not clear.,,tad ; taʔ ; taiʔ ; tac ; tas,A-ERG G-LOC T-NOM V-a(A).o(T)
LX002884,ctn,tat,vi,,tatnu,,N,,,,
LX002885,ctn,tat,vt,taʔ ; taiʔ ; tac ; tas,lam-taiʔma,,C,difference to tat 'bring' remains to be established,,,A-ERG G-LOC T-NOM V-a(A).o(T)
-tat,ctn,-tat,v2,-tad ; -taʔ ; -taiʔ ; -tac ; -tas ; -dad ; -daʔ ; -daiʔ ; -dac ; -das,,,C,metaphorical extensions yet uncertain,,,
tata,ctn,tata,interj,taitai,,,N,,,,
tatau,ctn,tatau,vt,,tataunu,,N,,,tata ; tat,
LX002886,ctn,tãti,n,,,,N,,,,
LX002887,ctn,tãti,n,,,,N,,,,
tatikilek,ctn,tatikilek,adv,,,,C,,,,
tatkalai,ctn,tatkalai,adv,tatkal ; tatkali,,,N,tatkala might be tatkal-a-ai [-NTVZ-EMPH] nativizer-emphatic or -iʔ [-LOC] locative,,,
tato,ctn,tato,adj,,,,N,,,,
tatopani,ctn,tatopani,n,tatopai,,,N,,,,
tatte,ctn,tatte,n,tate,,,C/N,,,,
tatuwachatuwa,ctn,tatuwachatuwa,adj,,,,N,,,,
tatwa,ctn,tatwa,n,,,,N,,,,
tathawa,ctn,tathawa,adj,,,,C,,only used in ritual language (mundhum),,
tatho,ctn,tatho,adj,,,,N,,,,
tathya,ctn,tathya,adj,tatthe,,,N,,,,
taujar,ctn,taujar,n,,,,E,,,,
tauke,ctn,tauke,adj,,,,N,,abusive,,
tauki,ctn,tauki,n,,,,N,,,,
tauko,ctn,tauko,n,,,,N,,,,
tauli,ctn,tauli,n,,,,C/N,,,,
LX002888,ctn,tauli,n,tʌuli,,,N,,,,
LX002889,ctn,tawaŋ,n,,,,C,,,,
tawar,ctn,tawar,n,,,,N/E,,,,
taya,ctn,taya,n,,,,C,,,,
tayama,ctn,tayama,n,taema,,,C,,,,
tayar,ctn,tayar,n,,,,E,,,,
tayari,ctn,tayari,n,,,,N,,,,
tayawa,ctn,tayawa,n,taewa,,,C,,,,
tayuwa,ctn,tayuwa,n,tayawa ; taya,tayuwa muluwa,,C,,ritual,,
te,ctn,te,gm,teʔ ; tte ; tei ; teiʔ,,,C,,,,
tebal,ctn,tebal,n,,,,E,,,,
teboltenis,ctn,teboltenis,n,tebaltenis,,,E,,,,
teduli,ctn,teduli,n,,,,N,,,,
LX002890,ctn,tehã,pro,teha ; tihã ; tiha ; tyahã ; tyaha ; tiyã,,,N,,,,
teheri,ctn,teheri,vi,,,,N,,,,
tehero,ctn,tehero,adj,,,,N,,,teher,
tehi,ctn,tehi,pro,tei ; tyahi,,,N,,,,
LX002891,ctn,tehĩ,pro,tehi ; tei ; tihi,,,N,,,,
tei,ctn,tei,interj,,,,N,,,,
LX002892,ctn,teĩ,n,ten,,,C,,,,
LX002893,ctn,teĩpaŋ,n,,,,C,,,,
teis,ctn,teis,num,,,,N,,,,
LX002894,ctn,teiʔ,n,tet ; tei ; teʔ,,,C,,,tec,
LX002895,ctn,teiʔkeŋkha,n,,,,C,,,,
tej,ctn,tej,n,,,,N,,,,
tejilo,ctn,tejilo,adj,,,,N,,,,
tejman,ctn,tejman,n,,,,N,,,,
tek,ctn,tek,vt,,tekma,,C,,,teg,A-ERG G-LOC T-NOM V-a(A).o(T)
LX002896,ctn,tek,vi,,tekmancĩ,,C,,,,S-NOM V-s(S)
LX002897,ctn,tek,sound,teka ; tektek ; tektektek ; thik,,,C,not clear to which extent the different vowels are connected to different meanings,,,
LX002898,ctn,tek,vi,,teknu,,N,,,,
tekbire,ctn,tekbire,n,,,,N,,,,
tekpa,ctn,tekpa,n,,,,C,,,,
teksaba,ctn,teksaba,n,,,,C,,,,
teksi,ctn,teksi,n,teyaksi ; tyaksi,,,E,,,,
teksuram,ctn,teksuram,n,,,,N,,,,
tektar,ctn,tektar,n,teyaktar ; tyaktar,,,E,,,,
tektek,ctn,tektek,adv,,tektekwa,,C,,,,
tektekpa,ctn,tektekpa,n,,,,C,,,,
teku,ctn,teku,n,,,,N,,,,
tekukmo,ctn,tekukmo,adv,,,,C,POS remains to be established,,,
LX002899,ctn,tekuŋ,sound,tekghuŋ,,,C,relation with cekguŋ and jhekruŋ remains to be established,,,
tel,ctn,tel,n,,,,N,,,,
telbhuri,ctn,telbhuri,n,,,,C/N,,,,
tele,ctn,tele,n,teli,,,C,,,,
teli,ctn,teli,n,tel,,,C/N,relation to 'oil seller' remains to be established,,,
LX002900,ctn,teli,n,,,,N,,,,
telibari,ctn,telibari,n,,,,C/N,,,,
telitol,ctn,telitol,n,,,,N,,,,
teliya,ctn,teliya,n,teli,,,N,,,,
